unique_id,for_born,region,fb_num,text,group
VA_Richmond_B9,0,S,0,,
VA_Richmond_C1,0,S,0,,
VA_Richmond_C10,0,S,0,,
VA_Richmond_C11,0,S,0,,
VA_Richmond_C12,0,S,0,,
VA_Richmond_C13,0,S,0,,
VA_Richmond_C14,0,S,0,,
VA_Richmond_C2,,S,0,,
VA_Richmond_C3,0,S,0,,
VA_Richmond_C4,0,S,0,,
VA_Richmond_C5,,S,0,,
VA_Richmond_C6,0,S,0,,
VA_Richmond_C7,0,S,0,,
VA_Richmond_C8,0,S,0,,
VA_Richmond_C9,0,S,0,,
VA_Richmond_D1,0,S,0,,
VA_Richmond_D10,0,S,0,,
VA_Richmond_D11,0,S,0,,
VA_Richmond_D11.5,0,S,0,,
VA_Richmond_D2,0,S,0,,
VA_Richmond_D3,0,S,0,,
VA_Richmond_D4,0,S,0,,
VA_Richmond_D5,,S,0,,
VA_Richmond_D6,,S,0,,
VA_Richmond_D7,,S,0,,
VA_Richmond_D8,,S,0,,
VA_Richmond_D9,,S,0,,
VA_Roanoke_A1,none,S,0,none,
VA_Roanoke_A2,none,S,0,none,
VA_Roanoke_A3,none,S,0,none,
VA_Roanoke_A4,none,S,0,none,
VA_Roanoke_B1,none,S,0,none,
VA_Roanoke_B1-Salem,no,S,0,no,
VA_Roanoke_B2-Salem,none,S,0,none,
"VA_Roanoke_B2
2",none,S,0,none,
VA_Roanoke_B3,none,S,0,none,
VA_Roanoke_C-Salem,none,S,0,none,
VA_Roanoke_C1,none,S,0,none,
VA_Roanoke_C10,none,S,0,none,
VA_Roanoke_C11,none,S,0,none,
VA_Roanoke_C12,none,S,0,none,
VA_Roanoke_C2,yes 8,S,8,yes,
VA_Roanoke_C3,yes 8,S,8,yes,
VA_Roanoke_C4,8 yes,S,8,yes,
VA_Roanoke_C5,none,S,0,none,
VA_Roanoke_C6,none,S,0,none,
VA_Roanoke_C7,none,S,0,none,
VA_Roanoke_C8,none,S,0,none,
VA_Roanoke_C9,none,S,0,none,
VA_Roanoke_D-Salem,none,S,0,none,
VA_Roanoke_D1,no,S,0,no,
VA_Roanoke_D2,no,S,0,no,
VA_Roanoke_D3,no,S,0,no,
VA_Roanoke_D4,5 yes,S,5,yes,
VA_Roanoke_D5,5 yes,S,5,yes,
VA_Roanoke_D6,yes 5,S,5,yes,
VA_Roanoke_D7,none,S,0,none,
VA_Roanoke_D8,,S,0,,
WI_Madison_A1,None,MW,0,None,
WI_Madison_A2,None --,MW,0,None,
WI_Madison_A3,None,MW,0,None,
WI_Madison_A4,None,MW,0,None,
WI_Madison_A5,-- None,MW,0,None,
WI_Madison_B1,-- None,MW,0,None,
WI_Madison_B2,-- None,MW,0,None,
WI_Madison_B3,-- None,MW,0,None,
WI_Madison_B4,2 Few- Jews,MW,2,Few Jews,Jews
WI_Madison_B5,1 Jews,MW,1,Jews,Jews
WI_Madison_B6,"Yes, Jews 1",MW,1,Yes Jews,Jews
WI_Madison_B7,None -,MW,0,None,
WI_Madison_B8,None -,MW,0,None,
WI_Madison_B9,- None,MW,0,None,
WI_Madison_C1,None -,MW,0,None,
WI_Madison_C10,Yes 10,MW,10,Yes,
WI_Madison_C11,Yes 10,MW,10,Yes,
WI_Madison_C12,None --,MW,0,None,
WI_Madison_C13,None -,MW,0,None,
WI_Madison_C14,None --,MW,0,None,
WI_Madison_C2,None -,MW,0,None,
WI_Madison_C3,None -,MW,0,None,
WI_Madison_C4,None -,MW,0,None,
WI_Madison_C5,"25 Jews, Greeks, Italians",MW,25,Jews Greeks Italians,Jews Greeks Italians
WI_Madison_C6,None -,MW,0,None,
WI_Madison_C7,- None,MW,0,None,
WI_Madison_C8,Yes 20,MW,20,Yes,
WI_Madison_C9,None -,MW,0,None,
WI_Madison_D1,Yes 50,MW,50,Yes,
WI_Madison_D2,90,MW,90,,
WI_Madison_D3,Yes 2,MW,2,Yes,
WI_Madison_D4,Yes 2,MW,2,Yes,
WI_Madison_D5,- None,MW,0,None,
WI_Madison_D6,Few --,MW,5.0344827586206895,Few,
WI_Madison_D7,Few -,MW,5.0344827586206895,Few,
WI_Madison_D8,None -,MW,0,None,
WI_Madison_C15,,MW,0,,
WI_Madison_D10,,MW,0,,
WI_Madison_D9,,MW,0,,
NY_Niagara Falls_A1,,NE,0,,
AL_Mobile_B6,,S,0,,
AL_Mobile_NA,,S,0,,
AL_Mobile_NA,,S,0,,
AL_Mobile_NA,,S,0,,
AL_Mobile_NA,,S,0,,
CA_Oakland_A,,W,0,,
CA_San Jose_NA,,W,0,,
IL_Decatur_NA,,MW,0,,
IL_Decatur_NA,,MW,0,,
IL_Decatur_NA,,MW,0,,
IL_Decatur_NA,,MW,0,,
IL_Springfield_A1,,MW,0,,
IL_Springfield_A2,,MW,0,,
IL_Springfield_A3,,MW,0,,
IL_Springfield_A4,,MW,0,,
IL_Springfield_B1,,MW,0,,
IL_Springfield_B2,,MW,0,,
IL_Springfield_B3,,MW,0,,
IL_Springfield_B4,,MW,0,,
IL_Springfield_B5,,MW,0,,
IL_Springfield_C1,,MW,0,,
IL_Springfield_C2,,MW,0,,
IL_Springfield_C3,,MW,0,,
IN_Fort Wayne_NA,,MW,0,,
IN_Fort Wayne_NA,,MW,0,,
IN_Fort Wayne_NA,,MW,0,,
IN_Fort Wayne_NA,,MW,0,,
IN_South Bend_NA,,MW,0,,
IN_South Bend_NA,,MW,0,,
IN_South Bend_NA,,MW,0,,
IN_South Bend_NA,,MW,0,,
KS_Wichita_NA,,MW,0,,
KS_Wichita_NA,,MW,0,,
KS_Wichita_NA,,MW,0,,
KS_Wichita_NA,,MW,0,,
MA_Brockton_C9,,NE,0,,
MD_Baltimore_D,,NE,0,,
MI_Kalamazoo_NA,,MW,0,,
NY_Lower Westchester Co._A19,,NE,0,,
OH_Dayton_D14,,MW,0,,
PA_Philadelphia_B,,NE,0,,
PA_Philadelphia_C,,NE,0,,
VA_Roanoke_NA,,S,0,,
AL_Birmingham_A1,None N/A,S,0,None N A,None
AL_Birmingham_A2,None N/A,S,0,None N A,None
AL_Birmingham_A3,N/A None,S,0,N A None,
AL_Birmingham_B1,None N/A,S,0,None N A,None
AL_Birmingham_B10,None N/A,S,0,None N A,None
AL_Birmingham_B11,N/A None,S,0,N A None,
AL_Birmingham_B12,N/A None,S,0,N A None,
AL_Birmingham_B13,N/A None,S,0,N A None,
AL_Birmingham_B14,N/A None,S,0,N A None,
AL_Birmingham_B15,None N/A,S,0,None N A,None
AL_Birmingham_B16,None N/A,S,0,None N A,None
AL_Birmingham_B2,N/A None,S,0,N A None,
AL_Birmingham_B3,None N/A,S,0,None N A,None
AL_Birmingham_B4,None N/A,S,0,None N A,None
AL_Birmingham_B5,None N/A,S,0,None N A,None
AL_Birmingham_B6,N/A None,S,0,N A None,
AL_Birmingham_B7,N/A None,S,0,N A None,
AL_Birmingham_B8,None N/A,S,0,None N A,None
AL_Birmingham_B9,None N/A,S,0,None N A,None
AL_Birmingham_C1,"Italians, Russians, and Greeks 1",S,1,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C10,"1 Italians, Russians, and Greeks",S,1,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C11,"10 Italians, Russians, and Greeks",S,10,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C12,N/A None,S,0,N A None,
AL_Birmingham_C13,"2 Itlians, Russians, and Greeks",S,2,Itlians Russians and Greeks,Itlians Russians  Greeks
AL_Birmingham_C14,4 Italians and Greeks,S,4,Italians and Greeks,Italians  Greeks
AL_Birmingham_C15,2 Italians and Greeks,S,2,Italians and Greeks,Italians  Greeks
AL_Birmingham_C16,1 Italians and Greeks,S,1,Italians and Greeks,Italians  Greeks
AL_Birmingham_C17,None N/A,S,0,None N A,None
AL_Birmingham_C18,None N/A,S,0,None N A,None
AL_Birmingham_C19,None N/A,S,0,None N A,None
AL_Birmingham_C2,"Italians, Russians, and Greeks 1",S,1,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C20,None N/A,S,0,None N A,None
AL_Birmingham_C3,"Italians, Russians, and Greeks 2",S,2,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C4,N/A None,S,0,N A None,
AL_Birmingham_C5,4 Italian and Greek,S,4,Italian and Greek,Italiand Greek
AL_Birmingham_C6,"1 Italians, Russians, and Greeks",S,1,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C7,"2 Italians, Russians, and Greeks",S,2,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C8,"1 Italians, Russians, and Greeks",S,1,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_C9,"Italians, Russians, and Greeks 2",S,2,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D1,"15 Italians, Russians and Greeks",S,15,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D10,None N/A,S,0,None N A,None
AL_Birmingham_D11,None N/A,S,0,None N A,None
AL_Birmingham_D12,None N/A,S,0,None N A,None
AL_Birmingham_D13,None N/A,S,0,None N A,None
AL_Birmingham_D14,5 Italians,S,5,Italians,Italians
AL_Birmingham_D15,None N/A,S,0,None N A,None
AL_Birmingham_D16,N/A N\/A,S,0,N A N A,
AL_Birmingham_D17,N/A None,S,0,N A None,
AL_Birmingham_D18,N/A None,S,0,N A None,
AL_Birmingham_D19,None N/A,S,0,None N A,None
AL_Birmingham_D2,"Italians, Russians and Greeks 2",S,2,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D20,Italians 5,S,5,Italians,Italians
AL_Birmingham_D21,N/A N\/A,S,0,N A N A,
AL_Birmingham_D3,"20 Italians, Russians and Greeks",S,20,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D4,"2 Italians, Russians and Greeks",S,2,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D5,"Italians, Russians and Greeks 10",S,10,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D6,"3 Italians, Russians and Greeks",S,3,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D7,"Italians, Russians and Greeks 5",S,5,Italians Russians and Greeks,Italians Russians  Greeks
AL_Birmingham_D8,N/A None,S,0,N A None,
AL_Birmingham_D9,None N/A,S,0,None N A,None
CA_Sacramento_A1,None Americans,W,0,None Americans,None Americans
CA_Sacramento_A2,American None,W,0,American None,American
CA_Sacramento_A3,None -,W,0,None,
CA_Sacramento_B1,Few None,W,0,Few None,
CA_Sacramento_B10,- None subversive,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B11,Italians 20,W,20,Italians,Italians
CA_Sacramento_B12,None subversive,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B13,None subversive -,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B14,None subversive -,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B15,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_B16,- None subversive,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B2,- Few,W,0.024390243902439025,Few,
CA_Sacramento_B3,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_B4,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_B5,None subversive -,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_B6,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_B7,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_B8,- None,W,0,None,
CA_Sacramento_B9,None subversive,W,6.891891891891892,None subversive,None subversive
CA_Sacramento_C1,Indeterminate-some Mexicans 30,W,30,Indeterminate some Mexicans,Indeterminate  Mexicans
CA_Sacramento_C10,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_C11,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_C12,Few Indeterminate,W,0.024390243902439025,Few Indeterminate,Indeterminate
CA_Sacramento_C13,Few,W,0.024390243902439025,Few,
CA_Sacramento_C14,10 Latin,W,10,Latin,Latin
CA_Sacramento_C15,Few Latin ( A Japanese owns a piece of residential income property),W,0.024390243902439025,Few Latin A Japanese owns a piece of residential income property,Lati Japanese owns a piece of residential income property
CA_Sacramento_C16,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_C17,40 Latin races Few Orientals and Negroes on perimeter of area.,W,40,Latin races Few Orientals and Negroes on perimeter of area,Latin races  Orientals  Negroes on perimeter of area
CA_Sacramento_C18,Latins - none subversive Few,W,0.024390243902439025,Latins none subversive Few,Latins none subversive
CA_Sacramento_C19,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_C2,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C20,Latin Several Japanese families 20,W,20,Latin Several Japanese families,Latin Several Japanese
CA_Sacramento_C21,Mixed Few,W,0.024390243902439025,Mixed Few,Mixed
CA_Sacramento_C22,Latin 10,W,10,Latin,Latin
CA_Sacramento_C23,10 Latin,W,10,Latin,Latin
CA_Sacramento_C24,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C25,10 Latin,W,10,Latin,Latin
CA_Sacramento_C26,Few None,W,0,Few None,
CA_Sacramento_C27,Indeterminate Few,W,0.024390243902439025,Indeterminate Few,Indeterminate
CA_Sacramento_C28,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C29,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C3,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C30,?,W,0,,
CA_Sacramento_C4,Few None (Some Portuguese & possibility 1 or 2 negro families eastern par,W,1,Few None Some Portuguese possibility or negro families eastern par,None  Portuguese possibility or negro  eastern par
CA_Sacramento_C5,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_C6,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Sacramento_C7,None Few,W,0,None Few,None
CA_Sacramento_C8,Few Few,W,0.024390243902439025,Few Few,
CA_Sacramento_C9,None subversive Few,W,0.024390243902439025,None subversive Few,None subversive
CA_Sacramento_D1,"None Mixture of Orientals, Mexicans, and low-class Italians. 40",W,40,None Mixture of Orientals Mexicans and low class Italians,None Mixture of Orientals Mexicans  low class Italians
CA_Sacramento_D2,Latin races 50,W,50,Latin races,Latin races
CA_Sacramento_D3,Few None,W,0,Few None,
CA_Sacramento_D4,Latin and Japanese 75,W,75,Latin and Japanese,Latind Japanese
CA_Sacramento_D5,- None,W,0,None,
CA_Sacramento_D6,30-40 Latin,W,30,Latin,Latin
CA_Sacramento_D7,50 Latin,W,50,Latin,Latin
CA_Stockton_A1,,W,0,,
CA_Stockton_A2,None None,W,0,None None,None
CA_Stockton_A3,None known No,W,0,None known No,None
CA_Stockton_B1,None No,W,0,None No,None
CA_Stockton_B10,Few None,W,0,Few None,
CA_Stockton_B11,None Few,W,0,None Few,None
CA_Stockton_B12,None Few,W,0,None Few,None
CA_Stockton_B13,,W,0,,
CA_Stockton_B14,None Few,W,0,None Few,None
CA_Stockton_B15,,W,0,,
CA_Stockton_B2,Few None subversive,W,0.024390243902439025,Few None subversive,None subversive
CA_Stockton_B3,,W,0,,
CA_Stockton_B4,Few None subversive or,W,0.024390243902439025,Few None subversive or,None subversive
CA_Stockton_B5,,W,0,,
CA_Stockton_B6,None Few,W,0,None Few,None
CA_Stockton_B7,None None,W,0,None None,None
CA_Stockton_B8,Few None,W,0,Few None,
CA_Stockton_B9,None Few,W,0,None Few,None
CA_Stockton_C1,15 Italian,W,15,Italian,Italian
CA_Stockton_C10,Italian 10,W,10,Italian,Italian
CA_Stockton_C11,Italians 10,W,10,Italians,Italians
CA_Stockton_C12,Few None,W,0,Few None,
CA_Stockton_C13,None Few,W,0,None Few,None
CA_Stockton_C14,None subversive or Few,W,0.024390243902439025,None subversive or Few,None subversive or
CA_Stockton_C2,,W,0,,
CA_Stockton_C3,Few None,W,0,Few None,
CA_Stockton_C4,Few None,W,0,Few None,
CA_Stockton_C5,None Few,W,0,None Few,None
CA_Stockton_C6,Few None,W,0,Few None,
CA_Stockton_C7,None Few,W,0,None Few,None
CA_Stockton_C8,Yes,W,23.743306327160493,Yes,
CA_Stockton_C9,Yes None,W,0,Yes None,
CA_Stockton_D1,10 None,W,10,None,
CA_Stockton_D10,Orientals 15,W,15,Orientals,Orientals
CA_Stockton_D11,"Orientals (Japanese, Chinese, Filipinos) 20",W,20,Orientals Japanese Chinese Filipinos,Orientals Japanese Chinese Filipinos
CA_Stockton_D2,"40 Italian, some Japanese, Chinese, Mexicans & Filipinos",W,40,Italian some Japanese Chinese Mexicans Filipinos,Italian  Japanese Chinese Mexicans Filipinos
CA_Stockton_D3,25 Mexicans,W,25,Mexicans,Mexicans
CA_Stockton_D4,50 Mexicans,W,50,Mexicans,Mexicans
CA_Stockton_D5,10 Mexicans,W,10,Mexicans,Mexicans
CA_Stockton_D6,Few None,W,0,Few None,
CA_Stockton_D7,"30 Orientals (Chinese, Japanese and Filipinos)",W,30,Orientals Chinese Japanese and Filipinos,Orientals Chinese Japanese  Filipinos
CA_Stockton_D8,"Oriental (Chinese, Japanese & Filipinos) 20",W,20,Oriental Chinese Japanese Filipinos,Oriental Chinese Japanese Filipinos
CA_Stockton_D9,Few None,W,0,Few None,
CO_Denver_A1,0,W,0,,
CO_Denver_A2,0,W,0,,
CO_Denver_A3,0,W,0,,
CO_Denver_A4,0,W,0,,
CO_Denver_A5,0,W,0,,
CO_Denver_A6,0,W,0,,
CO_Denver_B1,0,W,0,,
CO_Denver_B10,5 Jewish,W,5,Jewish,Jewish
CO_Denver_B11,Few Mixture,W,0.024390243902439025,Few Mixture,Mixture
CO_Denver_B2,0,W,0,,
CO_Denver_B3,0,W,0,,
CO_Denver_B4,0,W,0,,
CO_Denver_B5,0,W,0,,
CO_Denver_B6,0,W,0,,
CO_Denver_B7,0,W,0,,
CO_Denver_B8,0,W,0,,
CO_Denver_B9,0,W,0,,
CO_Denver_C15,Very few,W,3.5,Very few,
CO_Denver_C16,Various Jewish 5,W,5,Various Jewish,Various Jewish
CO_Denver_C17,0,W,0,,
CO_Denver_C18,0,W,0,,
CO_Denver_C19,Italian 15,W,15,Italian,Italian
CO_Denver_C20,Very few,W,3.5,Very few,
CO_Denver_D1,0,W,0,,
CO_Denver_D10,Italians 35,W,35,Italians,Italians
CO_Denver_D11,,W,0,,
CO_Denver_D12,mixture 35,W,35,mixture,mixture
CO_Denver_D13,5 Mixture,W,5,Mixture,Mixture
CO_Denver_D14,40 Southern European,W,40,Southern European,Southern European
CO_Denver_D15,20 Southern European,W,20,Southern European,Southern European
CO_Denver_D16,Mixture 10,W,10,Mixture,Mixture
CO_Denver_D2,Few,W,0.024390243902439025,Few,
CO_Denver_D3,Very few,W,3.5,Very few,
CO_Denver_D4,Very few,W,3.5,Very few,
CO_Denver_D5,Few Mixture,W,0.024390243902439025,Few Mixture,Mixture
CO_Denver_D6,"Mixture, many Mexicans  10",W,10,Mixture many Mexicans,Mixture many Mexicans
CO_Denver_D7,Mixture 25,W,25,Mixture,Mixture
CO_Denver_D8,Few Mixture,W,0.024390243902439025,Few Mixture,Mixture
CO_Denver_D9,10 Mixture,W,10,Mixture,Mixture
CT_Hartford_A1,0,NE,0,,
CT_Hartford_A2,0%,NE,0,,
CT_Hartford_A3,0,NE,0,,
CT_Hartford_A4,0%,NE,0,,
CT_Hartford_A5,,NE,0,,
CT_Hartford_A6,,NE,0,,
CT_Hartford_A7,0,NE,0,,
CT_Hartford_A8,0%,NE,0,,
CT_Hartford_B1,0% 0,NE,0,,
CT_Hartford_B2,0%,NE,0,,
CT_Hartford_B3,0%,NE,0,,
CT_Hartford_B4,0,NE,0,,
CT_Hartford_B5,5% Italians,NE,5,Italians,Italians
CT_Hartford_B6,0%,NE,0,,
CT_Hartford_C1,0%,NE,0,,
CT_Hartford_C10,10% mixed,NE,10,mixed,mixed
CT_Hartford_C2,mixed 15%,NE,15,mixed,mixed
CT_Hartford_C3,0%,NE,0,,
CT_Hartford_C4,20% Italians,NE,20,Italians,Italians
CT_Hartford_C5,0%,NE,0,,
CT_Hartford_C6,0%,NE,0,,
CT_Hartford_C7,10% Mixed,NE,10,Mixed,Mixed
CT_Hartford_C8,20% Mixed,NE,20,Mixed,Mixed
CT_Hartford_C9,20% Italians,NE,20,Italians,Italians
CT_Hartford_D1,34% Italians,NE,34,Italians,Italians
CT_Hartford_D2,100% Polish and Italian,NE,100,Polish and Italian,Polish  Italian
CT_Hartford_D3,Italians 90%,NE,90,Italians,Italians
FL_Miami_A1,0 None,S,0,None,
FL_Miami_A10,None,S,0,None,
FL_Miami_A11,0 None,S,0,None,
FL_Miami_A12,None,S,0,None,
FL_Miami_A13,10 Cubans,S,10,Cubans,Cubans
FL_Miami_A14,None,S,0,None,
FL_Miami_A15,10 Latins,S,10,Latins,Latins
FL_Miami_A2,10 Cubans,S,10,Cubans,Cubans
FL_Miami_A3,0 None,S,0,None,
FL_Miami_A4,0 None,S,0,None,
FL_Miami_A5,None 0,S,0,None,
FL_Miami_A6,None 0,S,0,None,
FL_Miami_A7,None --,S,0,None,
FL_Miami_A8,None,S,0,None,
FL_Miami_A9,None,S,0,None,
FL_Miami_B1,Latins 20,S,20,Latins,Latins
FL_Miami_B10,0 None,S,0,None,
FL_Miami_B11,Russian-German/ Polish Jews 30,S,30,Russian German Polish Jews,Russian German Polish Jews
FL_Miami_B12,None 0,S,0,None,
FL_Miami_B13,None 0,S,0,None,
FL_Miami_B14,0 None,S,0,None,
FL_Miami_B15,0 None,S,0,None,
FL_Miami_B16,0 None,S,0,None,
FL_Miami_B17,20 Latins,S,20,Latins,Latins
FL_Miami_B18,None 0,S,0,None,
FL_Miami_B19,None None,S,0,None None,None
FL_Miami_B2,20 Latins & Greeks,S,20,Latins Greeks,Latins Greeks
FL_Miami_B20,None None,S,0,None None,None
FL_Miami_B21,None None,S,0,None None,None
FL_Miami_B22,None None,S,0,None None,None
FL_Miami_B23,None None,S,0,None None,None
FL_Miami_B24,None None,S,0,None None,None
FL_Miami_B25,None None,S,0,None None,None
FL_Miami_B3,None,S,0,None,
FL_Miami_B4,Latins 10,S,10,Latins,Latins
FL_Miami_B5,None,S,0,None,
FL_Miami_B6,"15 Latins, Greeks",S,15,Latins Greeks,Latins Greeks
FL_Miami_B7,0 None,S,0,None,
FL_Miami_B8,,S,0,,
FL_Miami_B9,,S,0,,
FL_Miami_C1,None None,S,0,None None,None
FL_Miami_C10,German & Russian-jews 50,S,50,German Russian jews,German Russian jews
FL_Miami_C11,Cubans 10,S,10,Cubans,Cubans
FL_Miami_C12,10 Cubans,S,10,Cubans,Cubans
FL_Miami_C13,20 Cubans,S,20,Cubans,Cubans
FL_Miami_C14,10 Cubans,S,10,Cubans,Cubans
FL_Miami_C15,None None,S,0,None None,None
FL_Miami_C16,Cubans 20,S,20,Cubans,Cubans
FL_Miami_C17,None None,S,0,None None,None
FL_Miami_C18,Cubans 10,S,10,Cubans,Cubans
FL_Miami_C19,None None,S,0,None None,None
FL_Miami_C2,None None,S,0,None None,None
FL_Miami_C20,None None,S,0,None None,None
FL_Miami_C21,None None,S,0,None None,None
FL_Miami_C3,None None,S,0,None None,None
FL_Miami_C4,None None,S,0,None None,None
FL_Miami_C5,None None,S,0,None None,None
FL_Miami_C6,None None,S,0,None None,None
FL_Miami_C7,None None,S,0,None None,None
FL_Miami_C8,None None,S,0,None None,None
FL_Miami_C9,None None,S,0,None None,None
FL_Miami_D1,None None,S,0,None None,None
FL_Miami_D10,Cubans 10,S,10,Cubans,Cubans
FL_Miami_D11,10 Cubans,S,10,Cubans,Cubans
FL_Miami_D12,None None,S,0,None None,None
FL_Miami_D13,5 mixture,S,5,mixture,mixture
FL_Miami_D2,Cubans 15,S,15,Cubans,Cubans
FL_Miami_D3,None None,S,0,None None,None
FL_Miami_D4,Cubans 10,S,10,Cubans,Cubans
FL_Miami_D5,None None,S,0,None None,None
FL_Miami_D6,Cubans 10,S,10,Cubans,Cubans
FL_Miami_D7,None None,S,0,None None,None
FL_Miami_D8,None None,S,0,None None,None
FL_Miami_D9,None None,S,0,None None,None
GA_Atlanta_A1,0,S,0,,
GA_Atlanta_A2,0,S,0,,
GA_Atlanta_A3,0,S,0,,
GA_Atlanta_A4,0,S,0,,
GA_Atlanta_A5,0,S,0,,
GA_Atlanta_A6,0 None,S,0,None,
GA_Atlanta_A7,None 0,S,0,None,
GA_Atlanta_A8,0,S,0,,
GA_Atlanta_A9,0 None,S,0,None,
GA_Atlanta_B1,0 None,S,0,None,
GA_Atlanta_B10,0 None,S,0,None,
GA_Atlanta_B11,0 None,S,0,None,
GA_Atlanta_B12,None 0,S,0,None,
GA_Atlanta_B13,0 None,S,0,None,
GA_Atlanta_B14,None 0,S,0,None,
GA_Atlanta_B15,None 0,S,0,None,
GA_Atlanta_B16,0 None,S,0,None,
GA_Atlanta_B17,0 None,S,0,None,
GA_Atlanta_B18,None 0,S,0,None,
GA_Atlanta_B19,None 0,S,0,None,
GA_Atlanta_B2,0 None,S,0,None,
GA_Atlanta_B20,0 None,S,0,None,
GA_Atlanta_B21,None 0,S,0,None,
GA_Atlanta_B22,0 None,S,0,None,
GA_Atlanta_B23,None 0,S,0,None,
GA_Atlanta_B24,0 None,S,0,None,
GA_Atlanta_B25,0 None,S,0,None,
GA_Atlanta_B26,None 0,S,0,None,
GA_Atlanta_B27,None 0,S,0,None,
GA_Atlanta_B28,0 None,S,0,None,
GA_Atlanta_B3,None 0,S,0,None,
GA_Atlanta_B4,None 0,S,0,None,
GA_Atlanta_B5,None 0,S,0,None,
GA_Atlanta_B6,None 0,S,0,None,
GA_Atlanta_B7,None 0,S,0,None,
GA_Atlanta_B8,0 None,S,0,None,
GA_Atlanta_B9,0 None,S,0,None,
GA_Atlanta_C1,None 0,S,0,None,
GA_Atlanta_C10,None 0,S,0,None,
GA_Atlanta_C11,0% None,S,0,None,
GA_Atlanta_C12,0 None,S,0,None,
GA_Atlanta_C13,None 0,S,0,None,
GA_Atlanta_C14,0 None,S,0,None,
GA_Atlanta_C15,0 None,S,0,None,
GA_Atlanta_C16,None 0,S,0,None,
GA_Atlanta_C17,None 0,S,0,None,
GA_Atlanta_C18,None 0,S,0,None,
GA_Atlanta_C19,None 0,S,0,None,
GA_Atlanta_C2,None 0,S,0,None,
GA_Atlanta_C20,None 0,S,0,None,
GA_Atlanta_C21,0 None,S,0,None,
GA_Atlanta_C22,None 0,S,0,None,
GA_Atlanta_C23,0 None,S,0,None,
GA_Atlanta_C24,0 None,S,0,None,
GA_Atlanta_C25,None 0,S,0,None,
GA_Atlanta_C26,0% None,S,0,None,
GA_Atlanta_C27,None 0,S,0,None,
GA_Atlanta_C28,0 None,S,0,None,
GA_Atlanta_C29,0 None,S,0,None,
GA_Atlanta_C3,0 None,S,0,None,
GA_Atlanta_C30,None 0,S,0,None,
GA_Atlanta_C31,0 None,S,0,None,
GA_Atlanta_C32,None 0,S,0,None,
GA_Atlanta_C33,0 None,S,0,None,
GA_Atlanta_C34,0 None,S,0,None,
GA_Atlanta_C35,0 None,S,0,None,
GA_Atlanta_C36,None 0,S,0,None,
GA_Atlanta_C37,None 0,S,0,None,
GA_Atlanta_C38,0 None,S,0,None,
GA_Atlanta_C39,None 0,S,0,None,
GA_Atlanta_C4,None 0,S,0,None,
GA_Atlanta_C40,0 None,S,0,None,
GA_Atlanta_C41,None 0,S,0,None,
GA_Atlanta_C42,0 None,S,0,None,
GA_Atlanta_C5,None 0%,S,0,None,
GA_Atlanta_C6,0 None,S,0,None,
