UNIQUE_ID,STATE,CITY,METRO,HOLC_GRADE,HOLC_ID,REGION,ADS_TYPE,P_BLACK,P_FB,FB_GROUP,OCC_CLASS,MID_INC,MID_AGE,REPAIR,MORT_AV,MORT_FHA,BLACK_TXT,FB_TXT,OCC_TXT,INC_TXT,AGE_TXT,REPAIR_TXT,MORT_TXT,B_FLAG,FB_FLAG,INC_FLAG,AGE_FLAG,FB_ME,INC_ME,AGE_ME
IL_Chicago_C104,IL,Chicago,Chicago-Lake County,C,C104,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,13.5,Fair-Good,Fair,1,0%,NA,Middle class,Middle class,12-15 years 12-15 years,Fairly good Good,FHA,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C107,IL,Chicago,Chicago-Lake County,C,C107,MW,x3940,0,0,Mixture,Mid_Mix,1850.5681737708887,25,Fair,Fair,1,0%,Mixture,Middle class,Middle class,20 years 20-30 years,Fair Fair,FHA 75-80%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C128,IL,Chicago,Chicago-Lake County,C,C128,MW,x3940,0,0,NA,Upper,2698.9448463953513,20,Fair,Fair-Good,0,0%,NA,"White-collar\"" workers- some business & professional- executives of American Can Co.","White-collar\"" workers- some business & professional- executives of American Can Co.",20 years,Fair- but may need paint,Ample to 80% by private funds,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C129,IL,Chicago,Chicago-Lake County,C,C129,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,25,Fair,Good,0,0%,NA,"White-collar\""- some artisans and mechanics","White-collar\""- some artisans and mechanics",25 years,Fair,Ample,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C13,IL,Chicago,Chicago-Lake County,C,C13,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,20,Fair-Good,Fair,0,0%,NA,Middle class,Middle class,20 years,Fair- few good,Limited,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C130,IL,Chicago,Chicago-Lake County,C,C130,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,20,Fair,Fair,0,0%,NA,"Mechanics- clerks- some white-collar\""","Mechanics- clerks- some white-collar\""",20 years,Fair- some shabby,Limited,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C131,IL,Chicago,Chicago-Lake County,C,C131,MW,x3940,0,0,NA,Up_Mid,2519.416948852501,16.5,Fair-Good,Fair,0,0%,NA,"White-collar\"" commuters- small business- clerks","White-collar\"" commuters- small business- clerks",15-18 years,Fair to good,Limited,0,0,1,0,NA,85.75101338545028,NA
IL_Chicago_C132,IL,Chicago,Chicago-Lake County,C,C132,MW,x3940,0,0,NA,Upper,3071.6454923418573,12,Good,Good,1,0%,NA,"White-collar\""- business men- minor executives","White-collar\""- business men- minor executives",12 years 12 years,Good Good,Ample- usually FHA,0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C133,IL,Chicago,Chicago-Lake County,C,C133,MW,x3940,0,0,NA,Upper,3061.1648212840014,30,Fair-Good,Good,0,0%,NA,"White-collar\""- small business men","White-collar\""- small business men",30 yers,Fair- few good,Ample,0,0,1,0,NA,108.79149532891734,NA
IL_Chicago_C137,IL,Chicago,Chicago-Lake County,C,C137,MW,x3940,0,0,NA,Upper,3061.1648212840014,35,Fair-Good,Good,0,0%,NA,"Salesmen-white collar\""- small business executives","Salesmen-white collar\""- small business executives",30-40 years,Fair to good,Ample,0,0,1,0,NA,108.79149532891734,NA
IL_Chicago_C138,IL,Chicago,Chicago-Lake County,C,C138,MW,x3940,0,0,NA,Up_Mid,2519.416948852501,30,Fair-Good,Good,0,0%,NA,"White-collar\""- clerks- small business men","White-collar\""- clerks- small business men",25-30 years 25-35 years,Fair to good Fair,Still ample,0,0,1,0,NA,85.75101338545028,NA
IL_Chicago_C139,IL,Chicago,Chicago-Lake County,C,C139,MW,x3940,0,0,NA,Up_Mid,2221.3006443653053,45,Fair,Good,0,0%,NA,"Clerks- white collar\""- small business men","Clerks- white collar\""- small business men",40-50 years,Up to fair,Ample,0,0,1,0,NA,71.74624070224627,NA
IL_Chicago_C140,IL,Chicago,Chicago-Lake County,C,C140,MW,x3940,0,0,NA,Upper,3071.6454923418573,27.5,Good,Good,0,0%,NA,Executives- business men,Executives- business men,25-30 years,Excellent,Ample,0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C141,IL,Chicago,Chicago-Lake County,C,C141,MW,x3940,0,0,NA,Upper,2698.9448463953513,27.5,Fair,Good,0,0%,NA,"White-collar\"" workers","White-collar\"" workers",25-30 years,Fair,Ample,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C143,IL,Chicago,Chicago-Lake County,C,C143,MW,x3940,0,0,NA,Up_Mid,2221.3006443653053,40,Fair,Fair,0,0%,NA,"White collar\"" workers- clerical- some skilled mechanics","White collar\"" workers- clerical- some skilled mechanics",40 years,Fair,Not over 50% of appraisal,0,0,1,0,NA,71.74624070224627,NA
IL_Chicago_C144,IL,Chicago,Chicago-Lake County,C,C144,MW,x3940,0,0,NA,Upper,2698.9448463953513,32.5,Fair,Fair,1,0%,NA,"White collar\"" workers- better class industrial workers some artisans","White collar\"" workers- better class industrial workers some artisans",35 years- north half; 30 years- south half,Fair- need to paint,Up to 50%-60% of appraisal (ex. FHA) @ 5%- no com.,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C146,IL,Chicago,Chicago-Lake County,C,C146,MW,x3940,0,0,NA,Low_Mid,1564.0444388318824,35,Fair,Fair,0,0%,NA,Clerks- skilled mechanics- industrial wage earners,Clerks- skilled mechanics- industrial wage earners,35 years,Fair at best,Not over 50% of appraisal 5% int. - no com.,0,0,1,0,NA,50.21728686492315,NA
IL_Chicago_C15,IL,Chicago,Chicago-Lake County,C,C15,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,25,Fair,Fair-Good,0,0%,NA,Middle class,Middle class,25 years,Fair,Ample 60-65%-70%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C157,IL,Chicago,Chicago-Lake County,C,C157,MW,x3940,0,0,NA,Up_Mid,2519.416948852501,40,Fair-Good,Fair,0,0%,NA,"Middle class- white collar\"" workers","Middle class- white collar\"" workers",40 years,Fairly good,40-50% Ins. Co. 4 1/2- 5 1\/2,0,0,1,0,NA,85.75101338545028,NA
IL_Chicago_C16,IL,Chicago,Chicago-Lake County,C,C16,MW,x3940,0,0,NA,Low_Mid,1564.0444388318824,37.5,Fair,Fair,0,0%,NA,Middle class & lower middle class,Middle class & lower middle class,35-40 years 35-40 years,Fair Fair,Limited,0,0,1,0,NA,50.21728686492315,NA
IL_Chicago_C177,IL,Chicago,Chicago-Lake County,C,C177,MW,x3940,0,0,Mixed none pred,Low_Mid,1780.0252779439606,11,Good,Other_NA,0,NA,Mixed none pred,Mechanics- clerks,Mechanics- clerks,11 years,Good,NA,0,0,1,0,NA,69.36658166738562,NA
IL_Chicago_C18,IL,Chicago,Chicago-Lake County,C,C18,MW,x3940,0,0,NA,Low_Mid,1773.951706153428,20,Fair-Good,Fair,1,0%,NA,Middle class- some retired farmers,Middle class- some retired farmers,15-25 years,Fair- few good,Limited on old FHA new,0,0,1,0,NA,66.43805985359904,NA
IL_Chicago_C180,IL,Chicago,Chicago-Lake County,C,C180,MW,x3940,0,0,nd rd generation Bohemians GermansSwedes,Upper,3071.6454923418573,8,Good,Good,1,"December 30, 1899","2nd & 3rd generation Bohemians, Germans and Swedes",White collar- neaarly 100%,White collar- neaarly 100%,8 years,Good,Ample- FHA,0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C181,IL,Chicago,Chicago-Lake County,C,C181,MW,x3940,0,0,nd generation Czechs,Mid_Mix,1850.5681737708887,20,Fair,Fair,0,"December 30, 1899",2nd generation Czechs,Mechanics- white collar workers,Mechanics- white collar workers,20 years,Fair,Limited,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C182,IL,Chicago,Chicago-Lake County,C,C182,MW,x3940,0,0,ndrd generation Bohemians,Upper,2698.9448463953513,15,Fair,Other_NA,0,"December 30, 1899",2nd and 3rd generation Bohemians,White collar employees,White collar employees,15 years,Fair,NA,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C183,IL,Chicago,Chicago-Lake County,C,C183,MW,x3940,0,0,nd rd generation Bohemians GermansSwedes,Low_Mid,1564.0444388318824,15,Fair,Fair,0,"December 30, 1899","2nd - 3rd generation Bohemians, Germans and Swedes",Mechanics- clerks,Mechanics- clerks,15 years,Fair,Limited,0,0,1,0,NA,50.21728686492315,NA
IL_Chicago_C186,IL,Chicago,Chicago-Lake County,C,C186,MW,x3940,0,0,NA,Low_Mid,1564.0444388318824,15,Fair,Fair,0,"December 30, 1899",NA,Lower class clerks- mechanics- artisans,Lower class clerks- mechanics- artisans,15 years,Fair,Limited,0,0,1,0,NA,50.21728686492315,NA
IL_Chicago_C187,IL,Chicago,Chicago-Lake County,C,C187,MW,x3940,0,0,NA,Up_Mid,2221.3006443653053,35,Fair,Fair,0,"December 30, 1899",NA,White collar class- clerks,White collar class- clerks,35 years,Fair,Limited,0,0,1,0,NA,71.74624070224627,NA
IL_Chicago_C188,IL,Chicago,Chicago-Lake County,C,C188,MW,x3940,0,0,NA,Up_Mid,2528.042809216152,15,Good,Fair-Good,0,"December 30, 1899",NA,White collar- office workers- clerk,White collar- office workers- clerk,15 years,Good,Ample for new houses; limited for old,0,0,1,0,NA,89.64010287238489,NA
IL_Chicago_C189,IL,Chicago,Chicago-Lake County,C,C189,MW,x3940,0,0,NA,Low_Mid,1564.0444388318824,15,Fair,Fair,0,"December 30, 1899",NA,"Mechanics, clerks- artisans- factory workers","Mechanics, clerks- artisans- factory workers",15 years,Fair,Limited,0,0,1,0,NA,50.21728686492315,NA
IL_Chicago_C19,IL,Chicago,Chicago-Lake County,C,C19,MW,x3940,0,0,NA,Low_Mid,1773.951706153428,20,Fair-Good,Fair,0,0%,NA,Middle and lower middle class- retired farmers,Middle and lower middle class- retired farmers,15-25 years,Fair- some good,60-65% bank,0,0,1,0,NA,66.43805985359904,NA
IL_Chicago_C190,IL,Chicago,Chicago-Lake County,C,C190,MW,x3940,0,0,NA,Up_Mid,2528.042809216152,15,Good,Fair,0,"December 30, 1899",NA,White collar- office workers- clerk,White collar- office workers- clerk,15 years,Good,Limited for old houses,0,0,1,0,NA,89.64010287238489,NA
IL_Chicago_C191,IL,Chicago,Chicago-Lake County,C,C191,MW,x3940,0,0,NA,Up_Mid,2528.042809216152,12,Good,Fair,0,"December 30, 1899",NA,Small clerks- white collar workers,Small clerks- white collar workers,12 years,Good,Limited on old houses,0,0,1,0,NA,89.64010287238489,NA
IL_Chicago_C2,IL,Chicago,Chicago-Lake County,C,C2,MW,x3940,0,0,NA,Mid_Mix,1835.257910689558,25,Fair-Poor,Fair,0,0%,NA,Middle class,Middle class,25 years,Fair- few poor,Limited,0,0,1,0,NA,61.907334929542,NA
IL_Chicago_C20,IL,Chicago,Chicago-Lake County,C,C20,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,12,Fair-Good,Other_NA,0,0%,NA,Middle class,Middle class,12 years,Fairly good,NA,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C207,IL,Chicago,Chicago-Lake County,C,C207,MW,x3940,0,0,NA,Lower,1575.463969800927,2,Good,Poor,0,"December 30, 1899",NA,Policemen- firemen- motormen- conductors,Policemen- firemen- motormen- conductors,2 years,Very good,Difficult except on very conservative basis,0,0,1,0,NA,54.09721589394053,NA
IL_Chicago_C212,IL,Chicago,Chicago-Lake County,C,C212,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,40,Good,Fair,0,"December 30, 1899",NA,Business- professional- Moderate wage-earner,Business- professional- Moderate wage-earner,50 years 30 years,Good Good,"Limited, 6%, B&L ins.",0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C213,IL,Chicago,Chicago-Lake County,C,C213,MW,x3940,0,0,NA,Upper,3071.6454923418573,32.5,Good,Fair,0,"December 30, 1899",NA,Business- professional,Business- professional,30 years 35 years,Good Good,"Limited, 6%, B&L ins.",0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C215,IL,Chicago,Chicago-Lake County,C,C215,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,37.5,Fair-Good,Fair,0,"December 30, 1899",NA,"Mixed, business, professional, students, wage-earner, etc.","Mixed, business, professional, students, wage-earner, etc.",35 yrs.; 40 yrs. 35 years,Fair Fair; good,Limited 6% B&L ins.,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C216,IL,Chicago,Chicago-Lake County,C,C216,MW,x3940,0,0,NA,Other_NA,1867.1322638977147,45,Fair,Good,0,"December 30, 1899",NA,University students,University students,45 years 45 years,Fair Fair,Ample- 5%,0,0,1,0,NA,92.00067943279532,NA
IL_Chicago_C217,IL,Chicago,Chicago-Lake County,C,C217,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,45,Fair,Good,0,"December 30, 1899",NA,"Business and professional, wage earners, mechanics","Business and professional, wage earners, mechanics",45 years 45 years,Fair Fair,Ample 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C218,IL,Chicago,Chicago-Lake County,C,C218,MW,x3940,0,0,NA,Upper,2698.9448463953513,40,Fair,Good,0,"December 30, 1899",NA,"White collar, business and professional","White collar, business and professional",30-40 years 40-50 years,Fair Fair,Ample at 5- 5 1/2%,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C219,IL,Chicago,Chicago-Lake County,C,C219,MW,x3940,0,0,NA,Up_Mid,2221.3006443653053,45,Fair,Good,0,"December 30, 1899",NA,"Business and professional, office workers and storekeepers","Business and professional, office workers and storekeepers",40-50 years 45 years,Fair Fair,Ample- 5 1/2%,0,0,1,0,NA,71.74624070224627,NA
IL_Chicago_C22,IL,Chicago,Chicago-Lake County,C,C22,MW,x3940,0.5,0,NA,Low_Mid,1560.5929682187061,25,Fair,Fair,0,1/2-1%,NA,Lower middle class,Lower middle class,20-30 years,Fair,60-65%,0,0,1,0,NA,50.12147453839543,NA
IL_Chicago_C220,IL,Chicago,Chicago-Lake County,C,C220,MW,x3940,0,0,NA,Upper,2698.9448463953513,35,Fair,Good,0,"December 30, 1899",NA,"White collar, and professional","White collar, and professional",30-40 years 35-40 years,Fair Fair,Ample 5- 5 1/2%,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C224,IL,Chicago,Chicago-Lake County,C,C224,MW,x3940,0,0,NA,Lower,1372.8510178531858,20,Fair-Poor,Fair,0,"December 30, 1899",NA,"Low-income group, laborers, wage-earners","Low-income group, laborers, wage-earners",20 years 20 years,Fair Poor,"Limited, 6% B&L & private",0,0,1,0,NA,48.12596025672724,NA
IL_Chicago_C225,IL,Chicago,Chicago-Lake County,C,C225,MW,x3940,0,0,NA,Upper,3071.6454923418573,12,Good,Good,0,"December 30, 1899",NA,White collar; some business and professional,White collar; some business and professional,12 years 12 years,Good Good,"Ample, 5%, Ins. Co.",0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C226,IL,Chicago,Chicago-Lake County,C,C226,MW,x3940,0,0,NA,Upper,3061.1648212840014,19,Fair-Good,Good,0,"December 30, 1899",NA,White collar; business and professional,White collar; business and professional,18-20 years 18-20 years,Good Fair,Ample 5% Ins. Co.,0,0,1,0,NA,108.79149532891734,NA
IL_Chicago_C227,IL,Chicago,Chicago-Lake County,C,C227,MW,x3940,0,0,NA,Lower,1570.0883756211433,22.5,Fair-Good,Fair-Good,0,"December 30, 1899",NA,Wage-earner (higher),Wage-earner (higher),(F) 25 years; (B) 20 years 22 years,Good- fair Fair,"Ample for brk, 5% ins. Ltd for frames",0,0,1,0,NA,52.65059486741393,NA
IL_Chicago_C228,IL,Chicago,Chicago-Lake County,C,C228,MW,x3940,0,0,NA,Lower,1384.3037461767528,25,Fair,Good,0,"December 30, 1899",NA,Wage-earner (higher),Wage-earner (higher),(F) 30 years; (B) $25 years 20 years,Fair Fair,Ample 5-6% Ins. & B&L,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C229,IL,Chicago,Chicago-Lake County,C,C229,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,28.5,Fair,Fair,0,"December 30, 1899",NA,Wage-earner (upper bracket),Wage-earner (upper bracket),22 years (F) 35 years; (B) 22 years,Fair Fair,"Ltd, 6%, B&L",0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C230,IL,Chicago,Chicago-Lake County,C,C230,MW,x3940,0,0,NA,Upper,3071.6454923418573,14,Good,Good,0,"December 30, 1899",NA,White collar; business and professional,White collar; business and professional,10-18 years 10-18 years,Good Good,"Ample, min. rate",0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C231,IL,Chicago,Chicago-Lake County,C,C231,MW,x3940,0,0,NA,Upper,3071.6454923418573,20,Good,Fair-Good,0,"December 30, 1899",NA,Business and professional,Business and professional,20 years,Good,Ltd- Ample 5 1/2%,0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C232,IL,Chicago,Chicago-Lake County,C,C232,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,20,Good,Good,0,"December 30, 1899",NA,Wage-earner; business and professional,Wage-earner; business and professional,20 years 20 years,Good Good,"Ample, 5-6% B&L & Ins.",0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C233,IL,Chicago,Chicago-Lake County,C,C233,MW,x3940,0,0,NA,Lower,1570.0883756211433,22.5,Fair-Good,Good,0,"December 30, 1899",NA,Lower bracket wage earner,Lower bracket wage earner,20 years 25 years,Fair Good,"Ample, 5% ins. Co.",0,0,1,0,NA,52.65059486741393,NA
IL_Chicago_C235,IL,Chicago,Chicago-Lake County,C,C235,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,25,Good,Fair-Good,0,"December 30, 1899",NA,Wage-earners; business and professional,Wage-earners; business and professional,25 years,Good,Ltd-Ample 5-6% ins. & B&L,0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C236,IL,Chicago,Chicago-Lake County,C,C236,MW,x3940,0,0,NA,Up_Mid,2528.042809216152,15,Good,Good,0,"December 30, 1899",NA,"White-collar, Stockyard employees, Merchants","White-collar, Stockyard employees, Merchants",14 years 16 years,Good Good,Ample,0,0,1,0,NA,89.64010287238489,NA
IL_Chicago_C237,IL,Chicago,Chicago-Lake County,C,C237,MW,x3940,0,0,NA,Lower,1384.3037461767528,35,Fair,Fair,0,"December 30, 1899",NA,Policemen- mechanics- stockyard people- workers- tradesmen- carpenters,Policemen- mechanics- stockyard people- workers- tradesmen- carpenters,35 years 35 years,Fair Fair,Limited,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C238,IL,Chicago,Chicago-Lake County,C,C238,MW,x3940,0,0,NA,Other_NA,1741.5863668473794,35,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,143.74119464335513,NA
IL_Chicago_C239,IL,Chicago,Chicago-Lake County,C,C239,MW,x3940,0,0,NA,Upper,2698.9448463953513,36,Fair,Fair-Good,0,"December 30, 1899",NA,Business and professional,Business and professional,45-50 years 22 years,Good Fair-poor,"B&L, Ins. Ample-Limited 6%",0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C240,IL,Chicago,Chicago-Lake County,C,C240,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,26,Good,Good,0,"December 30, 1899",NA,"Business, professional, medium wage-earners","Business, professional, medium wage-earners",25 years 27 years,Good Good,"Ample, 5 1/2, Ins.",0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C241,IL,Chicago,Chicago-Lake County,C,C241,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,22,Good,Good,0,"December 30, 1899",NA,"Mechanics, white-collar, medium wage-earner, business, professional","Mechanics, white-collar, medium wage-earner, business, professional",22 years 22 years,Good Good,"Ample, 5 1/2%, Ins.",0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C242,IL,Chicago,Chicago-Lake County,C,C242,MW,x3940,0,0,NA,Upper,3071.6454923418573,22,Good,Good,0,"December 30, 1899",NA,"Business, professional, white-collar, medium class","Business, professional, white-collar, medium class",22 years,Good,"Ample, 5%, Ins.",0,0,1,0,NA,106.95366508243796,NA
IL_Chicago_C243,IL,Chicago,Chicago-Lake County,C,C243,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,32.5,Fair-Good,Good,0,"December 30, 1899",NA,"Business, professional, wage-earner","Business, professional, wage-earner",35 years 30 years,Fair; good Good,"Ample, 5 1/2-6%, B&L Ins.",0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C244,IL,Chicago,Chicago-Lake County,C,C244,MW,x3940,0,0,NA,Upper,2698.9448463953513,35,Fair,Good,0,"December 30, 1899",NA,Business and professional,Business and professional,50 yrs; 40 yrs 20 years,Good Poor; good,"Ample, 5%, Ins.",0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C245,IL,Chicago,Chicago-Lake County,C,C245,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,21,Fair-Good,Fair,0,"December 30, 1899",NA,"Moderate class wage-earners, business, professional","Moderate class wage-earners, business, professional",22 years 20 years,Fair Good,"Limited, 5 1/2-6% B&L Ins.",0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C247,IL,Chicago,Chicago-Lake County,C,C247,MW,x3940,0,0,NA,Up_Mid,2528.042809216152,13,Good,Fair,0,"December 30, 1899",NA,"White collar\"" technicians- skilled mechanics","White collar\"" technicians- skilled mechanics",13 years,Good,Limited,0,0,1,0,NA,89.64010287238489,NA
IL_Chicago_C248,IL,Chicago,Chicago-Lake County,C,C248,MW,x3940,0,0,NA,Lower,1570.0883756211433,22,Fair-Good,Fair,0,"December 30, 1899",NA,Mill workers- milk wagon drivers- mechanics,Mill workers- milk wagon drivers- mechanics,22 years,Fair to good,Limited,0,0,1,0,NA,52.65059486741393,NA
IL_Chicago_C25,IL,Chicago,Chicago-Lake County,C,C25,MW,x3940,0,0,NA,Up_Mid,2519.416948852501,32.5,Fair-Good,Fair,0,0%,NA,Upper middle class,Upper middle class,25-40 years,Fairly good,60%,0,0,1,0,NA,85.75101338545028,NA
IL_Chicago_C251,IL,Chicago,Chicago-Lake County,C,C251,MW,x3940,0,0,NA,Lower,1384.3037461767528,25,Fair,Fair-Good,0,"December 30, 1899",NA,"Wage earners, laborers, truck gardeners","Wage earners, laborers, truck gardeners",25 years,Fair,Ltd-ample 6%,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C252,IL,Chicago,Chicago-Lake County,C,C252,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,15,Good,Good,0,"December 30, 1899",NA,"Mixed white collar- wage earners- mechanics, etc.","Mixed white collar- wage earners- mechanics, etc.","December 30, 1899",Good,Ample; 5%,0,0,1,0,NA,66.00154487877717,NA
IL_Chicago_C253,IL,Chicago,Chicago-Lake County,C,C253,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,25,Fair,Fair-Good,0,"December 30, 1899",NA,White collar- mixed business and professional,White collar- mixed business and professional,25 years,Fair,North; ample South; limited 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C254,IL,Chicago,Chicago-Lake County,C,C254,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,32.5,Fair,Good,0,"December 30, 1899",NA,White collar- mixed wage earners,White collar- mixed wage earners,30-35 years,Fair,Ample 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C256,IL,Chicago,Chicago-Lake County,C,C256,MW,x3940,0,0,NA,Upper,2698.9448463953513,30,Fair,Good,0,"December 30, 1899",NA,Business and professional,Business and professional,30 years,Fair,Ample- 5%,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C257,IL,Chicago,Chicago-Lake County,C,C257,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,20,Fair-Good,Fair,0,"December 30, 1899",NA,Mixed- laborer- wage earners,Mixed- laborer- wage earners,20 years,Fair- good,Limited,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C258,IL,Chicago,Chicago-Lake County,C,C258,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,35,Fair,Good,0,"December 30, 1899",NA,"Mixed, laborer, business and professional","Mixed, laborer, business and professional",30-40 years,Fair,Ample 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C259,IL,Chicago,Chicago-Lake County,C,C259,MW,x3940,0,0,NA,Lower,1384.3037461767528,15,Fair,Good,0,"December 30, 1899",NA,Laborer,Laborer,15 years,Fair,Ample 5%,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C26,IL,Chicago,Chicago-Lake County,C,C26,MW,x3940,2.5,0,NA,Mid_Mix,1830.2392953255799,35,Fair,Fair,1,5 families,NA,Middle class,Middle class,20-25 years 25-50 years,Fair Fair,60%- FHA,0,0,1,0,NA,46.445251507420835,NA
IL_Chicago_C260,IL,Chicago,Chicago-Lake County,C,C260,MW,x3940,0,0,NA,Lower,1384.3037461767528,20,Fair,Good,0,"December 30, 1899",NA,Laborer,Laborer,20 years,Fair,Ample 5%,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C262,IL,Chicago,Chicago-Lake County,C,C262,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,20,Fair,Good,0,"December 30, 1899",NA,"Business, professional and mixed","Business, professional and mixed",20 years 20 years,Fair Fair,Ample,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C265,IL,Chicago,Chicago-Lake County,C,C265,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,32.5,Fair,Good,0,"December 30, 1899",NA,"Mixed laborer, business, and professional","Mixed laborer, business, and professional",30 years 30-35 years,Fair Fair,Ample 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C266,IL,Chicago,Chicago-Lake County,C,C266,MW,x3940,0,0,NA,Mid_Mix,1850.5681737708887,20,Fair,Good,0,"December 30, 1899",NA,"Mixed business, profession, wage-earners and laborers","Mixed business, profession, wage-earners and laborers",15 years 20-25 years,Fair Fair,Ample 5%,0,0,1,0,NA,46.80802447295946,NA
IL_Chicago_C269,IL,Chicago,Chicago-Lake County,C,C269,MW,x3940,0,0,NA,Lower,1384.3037461767528,22.5,Fair,Good,0,"December 30, 1899",NA,Laborer,Laborer,25 years 20 years,Fair Fair,Ample 5%,0,0,1,0,NA,36.88768018734231,NA
IL_Chicago_C27,IL,Chicago,Chicago-Lake County,C,C27,MW,x3940,0,0,NA,Mid_Mix,2098.9292169127225,18.5,Fair-Good,Fair,0,0%,NA,Middle class,Middle class,15-20 years 12-25 years,Fairly good Fairly good,60-65%,0,0,1,0,NA,61.91625255837198,NA
IL_Chicago_C270,IL,Chicago,Chicago-Lake County,C,C270,MW,x3940,0,0,NA,Upper,3061.1648212840014,15,Fair-Good,Good,0,"December 30, 1899 December 30, 1899",NA,Business and professional Business and professional,Business and professional Business and professional,20 years 15-20 years  10 years,Fair  Fair Good,Ample Ample 5%,0,0,1,0,NA,108.79149532891734,NA
IL_Chicago_C272,IL,Chicago,Chicago-Lake County,C,C272,MW,x3940,0,0,NA,Upper,2698.9448463953513,10,Fair,Good,0,"December 30, 1899",NA,Business- professional,Business- professional,10 years,Fair,Ample,0,0,1,0,NA,90.00993448591134,NA
IL_Chicago_C273,IL,Chicago,Chicago-Lake County,C,C273,MW,x3940,0,0,NA,Mid_Mix,2106.1154313051134,5,Good,Fair,0,"December 30, 1899",NA,Laborers- business- professional,Laborers- business- professional,5 years,Good,Limited,0,0,1,0,NA,66.00154487877717,NA
